 ID,SHA256,APT-group,Country,attack_sequence
4117,706b927576e03f13daac88ad2a00b981e479302103948704fe20af21b6c6146c,WINNTI,China,"['T1055', 'T1071', 'T1059']"
4118,4dfc539ef568e1a3cff0841fbf08756c21117e6451e142b77da18a5f41970877,WINNTI,China,"['T1059', 'T1071', 'T1027', 'T1105', 'T1055']"
4119,09363703be63e851ed775d7b59ba437c4b08922f2ad29b3c675d763e10e6de90,WINNTI,China,"['T1059', 'T1027', 'T1105', 'T1055', 'T1071']"
4120,be9254b2156e1f7089d86949cd314c42970640e1512785e735a2e753870ceca8,WINNTI,China,"['T1071', 'T1059', 'T1027', 'T1105', 'T1055']"
4121,719989e438d7bb37a2ab4aa6cb39df259aba33ed058d474909bdc100dd76a201,WINNTI,China,"['T1105', 'T1055', 'T1071', 'T1059', 'T1027']"
4122,b2aa9bfc781973a766cf275836f9fa1cbc43b48e34c46e1d7e1774fc4db3cb6e,WINNTI,China,"['T1055', 'T1059', 'T1071', 'T1105', 'T1027']"
4123,fb9af24eaf2e67595921aae2d13df25d8a213fb4f180174331c41b6c83a647f1,WINNTI,China,"['T1105', 'T1059', 'T1055', 'T1071', 'T1027']"
4124,1e462d8968e8b6e8784d7ecd1d60249b41cf600975d2a894f15433a7fdf07a0f,WINNTI,China,"['T1059', 'T1027', 'T1105', 'T1055']"
4125,3919d56109a3cb0d4a1ccde6bffb61573bbb44cb22e7714ff2d57733abbe74f6,WINNTI,China,"['T1071', 'T1059', 'T1055']"
4126,4b7b9c2a9d5080ccc4e9934f2fd14b9d4e8f6f500889bf9750f1d672c8724438,WINNTI,China,"['T1071', 'T1059', 'T1105']"
4128,674ba1d7103cab6082ac34940962711b1f5bb7ae152b81051aa92ed6b9d6326e,WINNTI,China,"['T1059', 'T1105', 'T1071', 'T1027', 'T1055']"
4129,c74a8e6c88f8501fb066ae07753efe8d267afb006f555811083c51c7f546cb67,WINNTI,China,"['T1105', 'T1071', 'T1027', 'T1059']"
4131,35db8e6a2eb5cf09cd98bf5d31f6356d0deaf4951b353fc513ce98918b91439c,WINNTI,China,"['T1071', 'T1055', 'T1027', 'T1105', 'T1059']"
4132,a4ce3a356d61fbbb067e1430b8ceedbe8965e0cfedd8fb43f1f719e2925b094a,WINNTI,China,"['T1071', 'T1055', 'T1059']"
4133,5c12379cd7ab3cb03dac354d0e850769873d45bb486c266a893c0daa452aa03c,WINNTI,China,"['T1055', 'T1027', 'T1071']"
4134,be6bea22e909bd772d21647ffee6d15e208e386e8c3c95fd22816c6b94196ae8,WINNTI,China,"['T1027', 'T1055', 'T1071', 'T1059']"
4135,ff4e12cf344ab0de04dac358e841907d4e9dc7cc286fd77f65e3246053ba3f8c,WINNTI,China,"['T1055', 'T1027', 'T1059', 'T1071']"
4136,fe632654420af2189f6389f53e5c6b99d80b66c02db180f87b21a36ba4afee8c,WINNTI,China,"['T1105', 'T1027', 'T1071', 'T1059']"
4137,05e2912f2a593ba16a5a094d319d96715cbecf025bf88bb0293caaf6beb8bc20,WINNTI,China,"['T1055', 'T1027', 'T1071', 'T1105', 'T1059']"
4138,172cd90fd9e31ba70e47f0cc76c07d53e512da4cbfd197772c179fe604b75369,WINNTI,China,"['T1071', 'T1105', 'T1027', 'T1055']"
4139,9cc38ea106efd5c8e98c2e8faf97c818171c52fa3afa0c4c8f376430fa556066,WINNTI,China,"['T1055', 'T1105', 'T1071', 'T1027']"
4140,fcfe8fcf054bd8b19226d592617425e320e4a5bb4798807d6f067c39dfc6d1ff,WINNTI,China,"['T1105', 'T1027', 'T1059']"
4141,3cd42e665e21ed4815af6f983452cbe7a4f2ac99f9ea71af4480a9ebff5aa048,WINNTI,China,"['T1027', 'T1105', 'T1055']"
4142,9acbb8bed33a99664cc74d2d85f6db0dfba921f221b67392793f047b6aaadfb8,WINNTI,China,"['T1105', 'T1055', 'T1027', 'T1071', 'T1059']"
4143,801a64a730fc8d80e17e59e93533c1455686ca778e6ba99cf6f1971a935eda4c,WINNTI,China,"['T1055', 'T1027', 'T1071', 'T1059', 'T1105']"
4144,6a5a9b0ae10ce6a0d5e1f7d21d8ea87894d62d0cda00db005d8d0de17cae7743,WINNTI,China,"['T1105', 'T1071', 'T1027']"
4145,fb1ef3b5e0a3d4f50e550b0cbec0006484a4fa8f9f94556f0e42e31b147f9ca5,WINNTI,China,"['T1071', 'T1059', 'T1105', 'T1055', 'T1027']"
4146,72a8fa454f428587d210cba0e74735381cd0332f3bdcbb45eecb7e271e138501,WINNTI,China,"['T1027', 'T1071', 'T1055', 'T1105', 'T1059']"
4147,d892cac17339fcfe4aca03980b590bd029e519e4f92f46623bf4e862b9483fd3,WINNTI,China,"['T1059', 'T1027', 'T1071', 'T1105']"
4148,854b64155f9ceac806b49f3e352949cc292e5bc33f110d965cf81a93f78d2f07,WINNTI,China,"['T1105', 'T1027', 'T1055', 'T1071']"
4149,27a7768c45cf418b5aa057c0721e5599869390ba2e794b7bd03aa6fadff9d87c,WINNTI,China,"['T1027', 'T1105', 'T1071', 'T1055', 'T1059']"
4150,237b74d3fd84f91aba3e541a34dd92c02b3625e61bf7ee0c01e691dd56004e15,WINNTI,China,"['T1027', 'T1071', 'T1105']"
4151,19eec7cc74f2e111af5af8bf8af524306f9b18a53896279ffd3af70e1cf61b6a,WINNTI,China,"['T1105', 'T1059', 'T1055', 'T1071', 'T1027']"
4152,5475ae24c4eeadcbd49fcd891ce64d0fe5d9738f1c10ba2ac7e6235da97d3926,WINNTI,China,"['T1059', 'T1105', 'T1071']"
4153,58bb3859e02b8483e9f84cc56fbd964486e056ef28e94dd0027d361383cc4f4a,WINNTI,China,"['T1059', 'T1055', 'T1027', 'T1105']"
4154,c3c0c95173c488261bef90729dad997babf68fcf75c5013a543bef4542e15b1b,WINNTI,China,"['T1027', 'T1105', 'T1071', 'T1059', 'T1055']"
4155,8fab1ada2f103762072e321b71ffe2e1fc16c22a4bffa60fce562ba3f5d8d564,WINNTI,China,"['T1055', 'T1071', 'T1027', 'T1105', 'T1059']"
4156,fa380dac35e16da01242e456f760a0e75c2ce9b68ff18cfc7cfdd16b2f4dec56,WINNTI,China,"['T1055', 'T1059', 'T1105', 'T1071']"
4157,e7bbdb275773f43c8e0610ad75cfe48739e0a2414c948de66ce042016eae0b2e,WINNTI,China,"['T1027', 'T1071', 'T1059']"
4158,197c5cc9bbdeb6643d808d908eb9db078eb9b23c96299cbafaa4b7313eb6bf4a,WINNTI,China,"['T1105', 'T1071', 'T1059', 'T1027', 'T1055']"
4159,2b145bfa3c126c9b737cdd6316a67b0eb5f4d703b3ef80e7ea5810269d2b760b,WINNTI,China,"['T1027', 'T1059', 'T1055', 'T1071', 'T1105']"
4160,448f0c371357c5a893190b36fe3dc5219fb557b0eba1b406d688538d00151305,WINNTI,China,"['T1059', 'T1027', 'T1071']"
4161,34acd44b3c913f6437adee6df451af2bd5d8f2ab30bc8a7b044c2662faa80278,WINNTI,China,"['T1071', 'T1105', 'T1059', 'T1055']"
4162,1ce88e98c8b37ea68466657485f2c01010a4d4a88587ba0ae814f37680a2e7a8,WINNTI,China,"['T1055', 'T1071', 'T1105', 'T1059', 'T1027']"
4163,61761832dbb347cbaa778d8067f2ab2b0e7670b46f6c8287ca6115e6a6a2372d,WINNTI,China,"['T1071', 'T1055', 'T1027']"
4164,ae616003d85a12393783eaff9778aba20189e423c11c852e96c29efa6ecfce81,WINNTI,China,"['T1055', 'T1059', 'T1071']"
4165,356e1ab823280da9bb70bd8453f318e22cb7de956917d6eef419db274a3fb590,WINNTI,China,"['T1105', 'T1055', 'T1071']"
4166,ecd61a6ccdd01c030daa42928b2c8b82146d07dfc613e33560ed98a4e8546cc0,WINNTI,China,"['T1027', 'T1059', 'T1055', 'T1071']"
4167,f4b6c1f87091686d5462bd4915ce8f4c9844d2806553edd3fdf6e2038a489c99,WINNTI,China,"['T1055', 'T1105', 'T1071', 'T1059', 'T1027']"
4168,32144ba8370826e069e5f1b6745a3625d10f50a809f3f2a72c4c7644ed0cab03,WINNTI,China,"['T1071', 'T1059', 'T1055', 'T1027', 'T1105']"
4169,1fe28cf9c65befa32eebcacc03a7c2605b7319457b8dc40278669d47c79c5dec,WINNTI,China,"['T1055', 'T1027', 'T1105', 'T1071']"
4170,4769732228d757ee48547fbb27c74495437381f13924039c75c48993f85b930f,WINNTI,China,"['T1059', 'T1071', 'T1027', 'T1105', 'T1055']"
4171,b46786252512197a96093ab4cb906a851f75f82da7ad850c220a44002f39c739,WINNTI,China,"['T1027', 'T1055', 'T1105', 'T1071', 'T1059']"
4172,a65ca7dbfdb15d88ba6d37a521e5dda768388ed9d48184859d71be3afb57de16,WINNTI,China,"['T1059', 'T1055', 'T1071', 'T1027']"
4173,da29ff774a0facd58bdfb3a45d12024bda401bba91f87077784b5b79251805c9,WINNTI,China,"['T1059', 'T1055', 'T1071', 'T1105', 'T1027']"
4174,aded00e1dab93e15161dc14206d75eccfb4657c360e7e13b6101e00ef26e3399,WINNTI,China,"['T1059', 'T1105', 'T1027', 'T1055', 'T1071']"
4175,86e091ebce3ee9e9de15bc600bed01ddaa6668794d40d70bbef02386304fd7c4,WINNTI,China,"['T1071', 'T1105', 'T1059', 'T1027']"
4176,cbd62862584f8544aadca0b4f8f3405576378f5542b776bc4e91f384ad146440,WINNTI,China,"['T1071', 'T1055', 'T1027', 'T1105', 'T1059']"
4177,fb1ab5a92af54263f1dd6bdf5657ac0c4b52d9639acecb4b339a82c5650b9a6f,WINNTI,China,"['T1055', 'T1027', 'T1071', 'T1105', 'T1059']"
4178,3810d95692613bb4f719d6af64230f9bd6ca7db3a004e089af92a07bed560c01,WINNTI,China,"['T1055', 'T1105', 'T1059', 'T1027']"
4179,76b3f7186bd9e6b24b708fdcd9283b824c1b42f562979e28e5d1291e56090770,WINNTI,China,"['T1059', 'T1055', 'T1071', 'T1105', 'T1027']"
4180,916a2b4d9c6a5f4fd5333f4d165cb8ad1479253d8141b6087ed412f3a1b059c2,WINNTI,China,"['T1059', 'T1027', 'T1105']"
4181,95a33b0c5f2408adabbebeba6f4c618ba2b392f9dbcd1d9a9ff9db5a519380d8,WINNTI,China,"['T1055', 'T1059', 'T1071']"
4182,16c4e5c26e072d3b50b58d3c2b1e3985405a686867dedc75d75bd44d84ac4434,WINNTI,China,"['T1027', 'T1059', 'T1071', 'T1055', 'T1105']"
4183,0f290612b26349a551a148304a0bd3b0d0651e9563425d7c362f30bd492d8665,WINNTI,China,"['T1055', 'T1059', 'T1071', 'T1027', 'T1105']"
4184,ef393ea4f3e9ac177593470d84cd4ae6af496212c2a8a5c489e5d34b7e4e5c78,WINNTI,China,"['T1059', 'T1105', 'T1071', 'T1055', 'T1027']"
4185,2d0be850cc137540d163e9c035f4c99f27caa5bb8cdb1cea6182b5da49cff0f2,WINNTI,China,"['T1059', 'T1027', 'T1105', 'T1055', 'T1071']"
4186,03aafc5f468a84f7dd7d7d38f91ff17ef1ca044e5f5e8bbdfe589f5509b46ae5,WINNTI,China,"['T1027', 'T1105', 'T1059', 'T1055']"
4187,7c32885c258a6d5be37ebe83643f00165da3ebf963471503909781540204752e,WINNTI,China,"['T1055', 'T1027', 'T1071', 'T1059']"
4188,6899f3db419b711739120e09320345815717ae79f8091768b1216a142648e54b,WINNTI,China,"['T1071', 'T1027', 'T1105', 'T1055', 'T1059']"
4189,dff0fee3bef9fa2c9c08a6d2c5772e51c1d29522de19301fb389b310e481713f,WINNTI,China,"['T1027', 'T1059', 'T1071', 'T1055']"
4190,557647451b5727f7bb56fbf4f00bf29b103db0022b5dbd9741dbfab4bc1def97,WINNTI,China,"['T1055', 'T1027', 'T1105']"
4191,9941fd97327d54a18209d0bb1f36992a18a3809aa8d163e7fe80193a4348610a,WINNTI,China,"['T1027', 'T1059', 'T1055', 'T1071', 'T1105']"
4192,ea63f6a26a18fbeae7c9e042a43988f938503126b485238e3d44f75ae30868bc,WINNTI,China,"['T1055', 'T1027', 'T1059']"
4193,48f8c31530d621de0cb401fb32c282eecc91bdac602aac9bd4ddbe8c6a6ceb39,WINNTI,China,"['T1105', 'T1055', 'T1071', 'T1027']"
4194,b95f611c73c0176e5e8121b0300f4076c147b72115c6706c425a122ff10c10a4,WINNTI,China,"['T1055', 'T1027', 'T1071', 'T1105', 'T1059']"
4195,0cf6d9a5aa3b390f97f20b2fbd2cd9df76c5bb018c997c26d2e16eb44127c624,WINNTI,China,"['T1027', 'T1059', 'T1055', 'T1105', 'T1071']"
4196,73d3ae3798e4357e9a162911530f647dcb5f5e07aadad6c9e88a7237135daa56,WINNTI,China,"['T1059', 'T1105', 'T1071']"
4197,200ba936cd229cce4dc0b45a6ab78a5a3e84c5884d56adcc41c7fa7d5b9c831a,WINNTI,China,"['T1055', 'T1059', 'T1105', 'T1027']"
4198,21566f5ff7d46cc9256dae8bc7e4c57f2b9261f95f6ad2ac921558582ea50dfb,WINNTI,China,"['T1071', 'T1059', 'T1055']"
4199,9375e3482163cbe388a49317dce8eb7bb23761a29a06ae9a9c4f11628f60d1f3,WINNTI,China,"['T1059', 'T1055', 'T1071', 'T1027', 'T1105']"
4200,2936ae7f7099c32e701c3b956a7eb7ef800bf5748122c883819c834ec61af44a,WINNTI,China,"['T1055', 'T1105', 'T1027', 'T1071', 'T1059']"
4201,774efc29c19254714c986423aee968bfb03daf4ce79fddbef4ec3b4b5eee3f8f,WINNTI,China,"['T1071', 'T1055', 'T1027', 'T1105']"
4202,9edd5b765a6b4d8c3fb8b3998a7b289bfed23b22db68eb1ae30c5495d0d2677a,WINNTI,China,"['T1027', 'T1105', 'T1055', 'T1059', 'T1071']"
4203,ad2a42e4024a320ce763524e17ef7262add649651e2a277b5fc56a9bdc44e449,WINNTI,China,"['T1055', 'T1071', 'T1027', 'T1105', 'T1059']"
4204,df013d3b048931a23dcc9db63e6b7d76dfc4373a3f41a274744179b6546e4cd1,WINNTI,China,"['T1071', 'T1105', 'T1027', 'T1059']"
4205,7eecb8af098ead93e9bf2d5a4e86ff3f172e94566d296f061971410036a22a0f,WINNTI,China,"['T1071', 'T1105', 'T1059']"
4206,4672f4ebe2d93d52424a92298740994daf232b07e68c13ac88d80f5c64cbfea0,WINNTI,China,"['T1055', 'T1071', 'T1105']"
4207,c93a654e21e61a7ae325447091d0f64de4504d35589f60aeb2502fdc54268d8d,WINNTI,China,"['T1071', 'T1055', 'T1059']"
4208,e61e56b8f2666b9e605127b4fcc7dc23871c1ae25aa0a4ea23b48c9de35d5f55,WINNTI,China,"['T1027', 'T1105', 'T1055', 'T1059']"
4209,66a1514ea0b833d9108f7ad1ec39a568cedcb46839f956ab330fb72791fd827d,WINNTI,China,"['T1059', 'T1105', 'T1027']"
4210,8585342d297b4726900e8818817b14042e1a3da5a1497380572a64dcf6d4819c,WINNTI,China,"['T1027', 'T1055', 'T1105', 'T1059']"
4211,b84d90acd1a43e560c7e3ae12922cceb286a30dd3e1cc02089f1359a7286a671,WINNTI,China,"['T1071', 'T1105', 'T1059']"
4212,8944a4ac31b32402ec5c88c4b5645d87f749d3af37c362738f465a9f8e152058,WINNTI,China,"['T1105', 'T1055', 'T1059', 'T1071']"
4213,016250b7d62e49ba386404cc6db38cb65323d26cf80bc94e2810d5ab9e59fff2,WINNTI,China,"['T1105', 'T1071', 'T1027', 'T1055']"
4214,2acc78ece9cb1a7865341e69fb72097a2debf2c82f41976554132bf6d3181c25,WINNTI,China,"['T1071', 'T1059', 'T1027']"
4215,529adca3e873d5db03dc3c8c1ab184ed19135fbe0c8fde80429b7b0072ef41ad,WINNTI,China,"['T1059', 'T1055', 'T1071']"
4216,5a723f65da58bdcfc639f557f490213ca8c5009db0ddde7fffef8d2bcf3966f5,WINNTI,China,"['T1105', 'T1055', 'T1059', 'T1071']"
4217,a0c1e35d61b70b0f0ce59e019750617e5f3ab9add117abf3a33ab7b0d784c2bf,WINNTI,China,"['T1071', 'T1027', 'T1105', 'T1055', 'T1059']"
4218,77a15c0e45c1dfa42d135321576c725c40f890d95e9ad44bdabeae9eb5d71a9f,WINNTI,China,"['T1027', 'T1055', 'T1071', 'T1105']"
4219,009645c628e719fad2e280ef60bbd8e49bf057196ac09b3f70065f1ad2df9b78,WINNTI,China,"['T1105', 'T1071', 'T1055', 'T1059', 'T1027']"
4220,ab65eebe0f96d3787893329992670ff97621c76e2d8c1be366c00429c944350b,WINNTI,China,"['T1055', 'T1105', 'T1071', 'T1027', 'T1059']"
4221,ed855200be3f4068841654085718f43b1bf94dedb1c791b1d6aa5ebf1b957126,WINNTI,China,"['T1105', 'T1071', 'T1059', 'T1055']"
4222,14da1add073c48c57da5d14ab55c461bca2ece5d06d5a3d563f14eda56d806fa,WINNTI,China,"['T1055', 'T1071', 'T1059', 'T1105']"
4223,fb6e4912fca91d99a9747ad2c68ee82da60f787984fadf77aaab40dac7bed3eb,WINNTI,China,"['T1027', 'T1055', 'T1071', 'T1105']"
4224,f9778c4e07642f5658285e64297c076877633a4bff9528827d0d3c2108259f72,WINNTI,China,"['T1105', 'T1055', 'T1071', 'T1027']"
4225,1e8fe3ee0fffc8144c6252035c7f247bac129e7aa5c4537cf5e3f25531e04a67,WINNTI,China,"['T1027', 'T1105', 'T1071', 'T1059', 'T1055']"
4226,e7a721682ff2b00c00da50a51c87e9bc7cb93292e4cf42bb04185c3392fdec41,WINNTI,China,"['T1071', 'T1105', 'T1059']"
4227,1253e1778714a41b79662dbf9a353afd01a8e72097b3202cc207dd9896c6d7a6,WINNTI,China,"['T1105', 'T1059', 'T1027', 'T1071']"
4228,4e6b30db935e41231a108cba1c5d4cacde03cf262e9e85d24387950ae5a369c6,WINNTI,China,"['T1055', 'T1059', 'T1105', 'T1027', 'T1071']"
4229,78b588fa57b027cda856a05638b25454c59d1896670701f9a8177b8e0c39596d,WINNTI,China,"['T1055', 'T1059', 'T1027', 'T1105', 'T1071']"
4230,81986d0559db51317ca03f1d4102f8ddf86451ec18ba9649129c7704373cfed1,WINNTI,China,"['T1027', 'T1055', 'T1059', 'T1105']"
4231,24e3ea78835748c9995e0d0c64f4f6bd3a0ca1b495b61a601703eb19b8c27f95,WINNTI,China,"['T1027', 'T1059', 'T1105']"
4232,28c7575b2368a9b58d0d1bf22257c4811bd3c212bd606afc7e65904041c29ce1,WINNTI,China,"['T1105', 'T1071', 'T1055', 'T1059']"
4233,5d6986f440e89f4a309a62f9df8ea5989a8880229dc02b132dd1bb3d0e0083d1,WINNTI,China,"['T1055', 'T1071', 'T1027', 'T1059']"
4234,7dc48bb29c2c9da5a6f60e304714cb2a9b93c735cc3a92522d9fd25799c9a6fa,WINNTI,China,"['T1027', 'T1059', 'T1105', 'T1071', 'T1055']"
4235,1ade09a1c54800787dc63d09b76f69fd2cca8b4bbb63c8c39c720628ea37471a,WINNTI,China,"['T1105', 'T1055', 'T1059', 'T1027', 'T1071']"
4236,c6dc46d2d44d08dbde58abe5f68a338647e34a94f53b0af6fad4cbb0b9e56b97,WINNTI,China,"['T1059', 'T1055', 'T1027', 'T1105', 'T1071']"
4237,7581d381c073d2b67bf2b21f5878855183f9fddf935557021ee6d813b7dda802,WINNTI,China,"['T1059', 'T1105', 'T1055', 'T1027']"
4238,320b73e5cee7590a529001af9cea5f36520adc5c50ef48c72912e2dae7283ac6,WINNTI,China,"['T1055', 'T1071', 'T1059']"
4239,28123038d24ef74a396a2a88700f947bfa72cdddd6bc56524c113a529a3423cd,WINNTI,China,"['T1071', 'T1027', 'T1055', 'T1105']"
4240,46ca0e17d56b92f2833d59a337c7817b330565e5b09345a3e45be3087b13a3ba,WINNTI,China,"['T1059', 'T1055', 'T1027', 'T1071']"
4241,18e6c5968bbe7414278b4fd59ad9a4f1bf9a8a9956dde65f219e9810594381e0,WINNTI,China,"['T1105', 'T1071', 'T1027']"
4242,92479c7503393fc4b8dd7c5cd1d3479a182abca3cda21943279c68a8eef9c64b,WINNTI,China,"['T1105', 'T1027', 'T1071']"
4243,02922c5d994e81629d650be2a00507ec5ca221a501fe3827b5ed03b4d9f4fb70,WINNTI,China,"['T1059', 'T1105', 'T1027']"
4244,830d48b2c6de780783e697346a6afe96c6e33654d85b71bb86627b88f09f298c,WINNTI,China,"['T1071', 'T1055', 'T1059', 'T1027', 'T1105']"
4245,67cc48e342d6435792aae1b0576d5707ba4823e32d9ad51fc2ddb5655669b9cd,WINNTI,China,"['T1059', 'T1071', 'T1055', 'T1027', 'T1105']"
4246,7a4852a81bd546297efb821398609004036aaf578ba7b1488cf98ffaa276cde1,WINNTI,China,"['T1055', 'T1059', 'T1105']"
4247,5f851ffcee7f301bfcffc3c023a78611f6a1264575ffbafa1f3bc420b27f7eac,WINNTI,China,"['T1055', 'T1059', 'T1105', 'T1071']"
4248,beb9ecc06e1e753224511a52ab36bf7144d2cbbf0d0fcfdb5962897a4c91d861,WINNTI,China,"['T1027', 'T1071', 'T1059', 'T1055', 'T1105']"
4249,8736b2d7a73643f0763c74c9fbf50c0109adcabdc794f4973927e3cba4eca220,WINNTI,China,"['T1059', 'T1027', 'T1055']"
4250,27463bcb4301f0fdd95bc10bf67f9049e161a4e51425dac87949387c54c9167f,WINNTI,China,"['T1059', 'T1055', 'T1027']"
4251,b42bb2221490b763a84714140d75c8eb3189caac0f5940626d07b8303eccedec,WINNTI,China,"['T1059', 'T1071', 'T1027', 'T1105']"
4252,0c7b952c64db7add5b8b50b1199fc7d82e9b6ac07193d9ec30e5b8d353b1f6d2,WINNTI,China,"['T1071', 'T1059', 'T1055', 'T1027']"
4253,52de57d6ea3174cf2463f5d32abc7c61d0f0d461c3d543e968a5c09ec0740ddc,WINNTI,China,"['T1071', 'T1027', 'T1055', 'T1059', 'T1105']"
4254,d6f3151ed4fb00b766cf70df678b932c616a122c6c9f2a62e33d4a103465f8af,WINNTI,China,"['T1027', 'T1059', 'T1105', 'T1071']"
4255,24a9bfbff81615a42e42755711c8d04f359f3bf815fb338022edca860ff1908a,WINNTI,China,"['T1059', 'T1105', 'T1071']"
4256,475d1c2d36b2cf28b28b202ada78168e7482a98b42ff980bbb2f65c6483db5b4,WINNTI,China,"['T1027', 'T1071', 'T1059', 'T1055', 'T1105']"
4257,4f4fa26bc26fd90c64dd3b347a92817b67b64506c025248330aa69b00b97051f,WINNTI,China,"['T1027', 'T1105', 'T1055']"
4258,3f50ced416c9d7feaa0ad6fb16be1f1289590b497024e20c34b139c2b5194e7c,WINNTI,China,"['T1055', 'T1071', 'T1105', 'T1027']"
4259,58c39df99155017592abf60ec5a80a339f233bf1eb5dcf2ecf4a5b336cc56e58,WINNTI,China,"['T1105', 'T1055', 'T1027']"
4260,2d752e8a6e42d4b1d14e4400cccb5f1bda3dccd1264d09f4bb2fefb6b6f5048a,WINNTI,China,"['T1071', 'T1059', 'T1105']"
4261,ec49983235a079c72c32212f0e216fb8ebd2354b6936c39cfd736c4a2dd018e4,WINNTI,China,"['T1105', 'T1059', 'T1071']"
4262,96377dbd06a57e63e8b3c6b18c92beb2b2e87c9aa155ec11bc7f24ec1e5d7699,WINNTI,China,"['T1105', 'T1071', 'T1059']"
4263,8f939e65e9ffedd16ae86687e154adbe607d56950d082778300039283f2f8330,WINNTI,China,"['T1059', 'T1055', 'T1071', 'T1105']"
4264,49ef2b98b414c321bcdbab107b8fa71a537958fe1e05ae62aaa01fe7773c3b4b,WINNTI,China,"['T1027', 'T1105', 'T1055', 'T1059']"
4265,fa116cf9410f1613003ca423ad6ca92657a61b8e9eda1b05caf4f30ca650aee5,WINNTI,China,"['T1105', 'T1055', 'T1027', 'T1071', 'T1059']"
4266,f169d9da932361091c2df93ff3de5bfff81cc67d0b4fadb67bcc1238884eaa2c,WINNTI,China,"['T1027', 'T1055', 'T1105']"
4267,21164d3539469ad88a45a7f8cb8840cacfb3a951a73e54e7c94019bba78a3fc2,WINNTI,China,"['T1055', 'T1105', 'T1027']"
4268,44f6d5d81661d7a56528de563e73bd0667e48393ff9edc26f8bc9443e4c4d6a8,WINNTI,China,"['T1055', 'T1071', 'T1059']"
4270,241185db62ac2be5cfe6e4e3c576fb00bc86c76122a6a378e9ffc65d2d5366b8,WINNTI,China,"['T1105', 'T1071', 'T1059', 'T1055']"
4271,edfe68ff4c9df78a82588441b911a72ae8bd78fb440d3a70692a567d9c13b2fc,WINNTI,China,"['T1059', 'T1071', 'T1105']"
4272,0afc891b710b2fb08c6a7b15b0250ce0343b696f9d52bece0bb68fa9e1c62b24,WINNTI,China,"['T1027', 'T1105', 'T1055', 'T1071', 'T1059']"
4273,7559beadca3c5fdf80045bedb580221dab46cbbbbb6c7f87535164addaa0d893,WINNTI,China,"['T1055', 'T1105', 'T1027', 'T1059', 'T1071']"
4274,94b3b3b3a3fa3728c330ad591b9e3c9c31b5b8067e3521a67cbf7512fda42fd5,WINNTI,China,"['T1055', 'T1027', 'T1105', 'T1059', 'T1071']"
4275,91b93b82c3659c01341ca091a3c8a10854f9a9e0be26fa788cd863fd2af90170,WINNTI,China,"['T1027', 'T1105', 'T1071']"
4276,a13e45344b758a57b9298b5be744016110253ffc85296ba6ea2e0fcb7295a192,WINNTI,China,"['T1071', 'T1105', 'T1055']"
4277,fbb004fcc7b365b91e6954d8a3c4ced004b578f5bdde8881c094fb8b382ef92d,WINNTI,China,"['T1071', 'T1105', 'T1055', 'T1059']"
4278,1ff62aba804284a9b96bf84c1ec27a1be95ec16a90fdc1e2ab2be93912696d1e,WINNTI,China,"['T1071', 'T1055', 'T1105', 'T1059']"
4279,6b84467985b4abd2e39892699027d74f6bc84fd7615a93d1522bd149092c2a48,WINNTI,China,"['T1105', 'T1059', 'T1071']"
4280,6cc92ae40d3f40b723b4aa3dc3002f433f5587d34ad99a021e3ec0318cd5d457,WINNTI,China,"['T1105', 'T1059', 'T1071']"
4281,83d42ba9b71e93d31806f7a714ba71e30f265bc7157e04704923b60cb3c2da6f,WINNTI,China,"['T1059', 'T1055', 'T1027', 'T1071']"
4282,5f2307cd0c97c7fc63a2a3816ce62c493d0259dcaa0c8b0bfc7d39c4ce89b38f,WINNTI,China,"['T1105', 'T1027', 'T1059', 'T1055', 'T1071']"
4283,6f009eb6aff842d12086dadc10e1993c309a62b58949bc4690b8b006f1d5662e,WINNTI,China,"['T1027', 'T1071', 'T1055']"
4284,8caf29e6d85caa9f3261d1fcf8e146fb73a21d4f91007d13fb99c83f023facc1,WINNTI,China,"['T1059', 'T1055', 'T1027', 'T1105']"
4285,e4d7b66c66086d5024186284283eda2d499e697026ed91afe705acfe40afc8af,WINNTI,China,"['T1059', 'T1105', 'T1027', 'T1071']"
4286,463e0ddb8abdeda00c44f950d8e4d010483ca637050612643c58aa7c5c25d5a3,WINNTI,China,"['T1071', 'T1027', 'T1059', 'T1055']"
4287,e8b2a89ab2a736a34426da9ff4e55b9ca86df7794bfe6d3a2f9aab81bb787b52,WINNTI,China,"['T1027', 'T1059', 'T1071', 'T1055']"
4288,f9816b645b3c3d1e65d361029577ea14820241c1c92b6ecec7d2b4adaa199b83,WINNTI,China,"['T1027', 'T1071', 'T1055', 'T1105', 'T1059']"
4289,bb6db1618198989ff609500398eefa5de8d255efb9ce7a26de805efe221ea7bd,WINNTI,China,"['T1105', 'T1071', 'T1059']"
4290,ac62bfda285993faf7a077c60605c5c32e13dcca2ea6ca5b57fe23ce2811b9a1,WINNTI,China,"['T1027', 'T1105', 'T1059', 'T1071', 'T1055']"
4291,36271c7e4cda7008af9724c19c00175afd70c1f5af8116fd2edc6650d908767e,WINNTI,China,"['T1059', 'T1071', 'T1027']"
4293,e9a6434e9901a74116c5a20f0afb7e6de9aacad794ac49d4d3ff936540301cd0,WINNTI,China,"['T1071', 'T1027', 'T1059', 'T1055']"
